filename,age,gender,accent,onsets_per_sec,tempo,f0_mean,f0_median,f0_var,f0_std,f0_5-percentile,f0_95-percentile,f0_energy,f1_energy,f2_energy,f3_energy,f4_energy,f5_energy,f6_energy,f7_energy,f8_energy,f0_energy_std,f1_energy_std,f2_energy_std,f3_energy_std,f4_energy_std,f5_energy_std,f6_energy_std,f7_energy_std,f8_energy_std
cv-valid-train/sample-162112.mp3,0.0,0,0,5.6,28.846153846153847,244.4906215409383,240.0,420.87680240939153,20.51528216743293,222.63818806591425,288.06372287567285,0.2854601926619461,0.42705823551660277,0.1421262829261607,0.059622965130340905,0.029625627030407685,0.026073968127359803,0.014085639726170312,0.010173430775304542,0.005773658105707206,4.175736638942917,9.368398416596392,3.6094658499852645,2.9403030595487634,1.6357832661835816,1.4074789181977834,0.5357925361177035,0.3542915457474386,0.21898493335767674
cv-valid-train/sample-008810.mp3,0.0,0,0,5.0,125.0,165.07620044373274,152.06636379444745,856.8264238289335,29.271597561953012,143.03648390623204,229.77011615345305,0.24665879619653747,0.24455586230196705,0.09073765345872507,0.1869765997215771,0.14947931781945928,0.016818736462997367,0.024239844692600637,0.01714585335231254,0.023387335993823533,13.621801490139033,18.57896367865993,7.8984438853753,22.892269394619678,24.19216334049276,1.7006551604816829,2.932732874117457,2.529103708010498,2.392170346207286
cv-valid-train/sample-099830.mp3,0.0,0,0,6.3657407407407405,48.07692307692308,263.2657404558485,260.9768595284977,994.9239647476152,31.542415328373558,220.60347950417363,318.5164181612563,0.32691405874320684,0.3463183498766022,0.1999711687426348,0.03512064230210002,0.01685225055547074,0.02965517741802276,0.016499567527773904,0.016508978890991392,0.012159805943197294,7.468725562070282,8.37733239576617,6.806384203072545,1.387557866724289,0.6752040611167909,1.238710301901425,0.6434322783794799,0.8238051979031495,0.738910635280613
cv-valid-train/sample-051442.mp3,0.0,0,0,5.208333333333333,18.75,274.7103954628048,260.2144488723404,3662.5812810489406,60.51926371866185,212.96840373469573,370.7775749871592,0.2926077334936417,0.22333450371875588,0.19862326544092374,0.08853638185488845,0.04296880206803392,0.061561335014323315,0.04379402507898196,0.03527527855905643,0.013298674771394601,8.391182086293153,8.538995684360374,8.992475859177533,5.863020846252635,1.8244837248101078,3.5278096883965486,2.4717104652569177,2.252307299855109,0.7827929483569901
cv-valid-train/sample-113781.mp3,0.0,0,0,5.408653846153847,24.67105263157895,250.92059156592177,242.7886656724614,897.908324529655,29.965118463467736,203.45459317421074,301.3541671495712,0.3480317598794966,0.45568386243455405,0.12086446448179064,0.03213004569549746,0.011659275527264347,0.015500311444055852,0.005464669609326361,0.0032746439412761797,0.0073909669867384025,5.346293105158863,15.860094147148962,4.89216618608157,1.9858575410520685,0.7241569202668164,0.8841547464241696,0.27012082074377974,0.1593081365566225,0.3411451319555142
cv-valid-train/sample-088363.mp3,0.0,0,0,5.408653846153847,32.327586206896555,322.00577662319824,313.0444967437354,5414.498469223817,73.58327574404267,235.87694365086028,410.68561232764904,0.22032356051742347,0.31583178817980867,0.12618555534166537,0.18537237180158425,0.0646721869702078,0.050597057940462244,0.014811969013432218,0.010979143792743071,0.011226366442673141,7.3011533904504535,14.200761240325727,6.494940296925455,13.567900891961171,3.540056548109676,4.756337245847318,1.3480519010343035,0.8174232122594096,0.7478087125599301
cv-valid-train/sample-094135.mp3,0.0,0,0,6.770833333333334,45.73170731707317,278.57731026527466,278.89094086988155,918.5328678228475,30.307307168781055,228.64778860294905,316.6818985854946,0.5298339224072536,0.23792174095133017,0.08674908017854549,0.053416121687260266,0.03178417124838577,0.01933842270953257,0.014169358117985332,0.016780917964579773,0.01000626473512711,14.376651919931422,7.672111953103806,5.126090103705711,2.4610649450707474,2.0291764781591617,1.0635227740154736,0.7068142412288552,0.9000197936026011,0.5396306670554211
cv-valid-train/sample-004551.mp3,0.0,0,0,6.9813829787234045,48.07692307692308,210.70949232018552,200.65611736758026,1334.3681723378377,36.52900453527084,159.39659509359456,264.4928436987749,0.22397478089528736,0.2916299306945577,0.21724282804808037,0.10224056619237774,0.04574406451214051,0.05155936852979899,0.0305137513055677,0.01663784435209457,0.020456865470095186,1.2217132583218073,1.6482892597890304,1.8370665390301824,1.174164368605906,0.575851332713914,0.7889185107945569,0.4018182331994931,0.13925322767003745,0.23638279979627566
cv-valid-train/sample-070758.mp3,0.0,0,0,5.813953488372094,38.265306122448976,199.89980738775577,199.49709507426905,966.4414409377026,31.08764128938866,162.0419935401828,247.03253679443804,0.10850050677497683,0.2768872724996318,0.18035851457076066,0.17048048409974914,0.0825800644026606,0.033908823159718916,0.05707462356256497,0.04358826600144142,0.04662144492849571,1.1219614038956145,4.7311585314460745,2.4609119879032337,3.222347728412965,1.9592232586616343,0.7196659565662901,1.2419532207362556,0.799011727022531,0.804091829385744
cv-valid-train/sample-048391.mp3,0.0,0,0,5.208333333333334,62.5,230.46781506093635,231.8247189419629,1517.757510775504,38.95840744660264,176.5103765410576,294.49493495549444,0.1670682597602726,0.17724831635504273,0.2849520690421458,0.12534220113381167,0.08609226726886207,0.0575197517494522,0.04959685505675348,0.03893971408155468,0.013240565552104722,0.6088820069700257,0.8306954422996151,2.23312059037561,0.8845901699182512,0.6554953290626289,0.532641322391483,0.3968559370403872,0.36563386313374313,0.10856706060019941
cv-valid-train/sample-150276.mp3,0.0,0,0,6.024096385542168,24.67105263157895,217.01312733820797,203.03842549924258,1283.6523989957068,35.8280951069926,177.7317062743877,293.37684619635075,0.19507799590820285,0.17875100289204324,0.2146032709163601,0.18079539617553206,0.0831828963346787,0.052179594944827816,0.032013880748963566,0.035175525855995676,0.028220436223395966,0.29289799738094124,0.44416938914266907,0.5061191532938928,0.48036360053803406,0.27822027302351765,0.16515778068093742,0.1353230696386106,0.17823130916999724,0.09821080773716316
cv-valid-train/sample-157040.mp3,0.0,0,0,6.640625,78.125,233.1128971141204,233.17155568309096,1998.7208954976138,44.707056439645115,111.81109435714939,279.2948405660859,0.23310305183205426,0.3747930963048998,0.1508363358789178,0.12013367522075635,0.04366842733502513,0.018934771063709298,0.015288044710589966,0.03015572992591382,0.0130868677281335,5.402917223064678,9.698120016798322,7.424973256620044,8.442237140861595,2.6724615751473424,1.09630629773719,0.6405934975422228,2.150399988755437,0.7506088737213278
cv-valid-train/sample-056692.mp3,0.0,0,0,5.040322580645161,78.125,240.40477785294857,247.03253679443804,1246.8604990088602,35.310911897158086,193.8178000320101,288.726008659708,0.08462196986111861,0.1731850538952843,0.30237731466974843,0.17475891162395862,0.19637857857455554,0.031295984187329096,0.020564070657265072,0.009835017322229444,0.006983099208511061,0.35812906047482157,0.8259601453420198,2.1119869159811766,1.3489398254608505,1.899702088302514,0.16729217989176648,0.1504349864715346,0.09019206234226657,0.05179639919586389
cv-valid-train/sample-192177.mp3,0.0,0,0,5.620503597122302,19.132653061224488,246.1945568239603,241.39030585628484,422.7388543420049,20.560614152840984,220.1447161736963,282.1314975080661,0.25944251547034136,0.4771918665201848,0.1583195362995126,0.04312081695970771,0.009724016691228764,0.013342179875478264,0.009485274657190438,0.01681365960227509,0.01256013392408101,3.734720618608891,10.177875889438395,5.299960548179927,1.5467035317531939,0.36694438176278815,0.8347000558206356,0.3619578118168345,0.9972911174842392,0.6601985879588385
cv-valid-train/sample-117790.mp3,0.0,0,0,5.88235294117647,35.37735849056604,246.34174448057132,225.2251192010744,8108.554632315796,90.04751319340139,177.7317062743877,508.29593574880033,0.15703322510461418,0.2332728697910601,0.2415920698871115,0.14575142023944537,0.0933459128129486,0.03029749307836819,0.04659161561335352,0.03650097474554134,0.015614418727557276,1.9341038851148837,2.224970196513818,3.595715470161507,3.883378840234412,2.674673329598183,0.5596250902768075,0.9428810938418151,0.88859737173222,0.3107561478403226
cv-valid-train/sample-146364.mp3,0.0,0,0,5.775577557755776,26.408450704225352,371.2851409332657,363.77197596249556,3597.002333602868,59.97501424429066,287.0630692169769,523.4437116793237,0.30613604718979137,0.30572894375587994,0.09440210593226894,0.07505457938299974,0.062459074552450984,0.022397948639226933,0.04028010538518201,0.04965559020346546,0.043885604958734524,16.02601933096451,13.53376274455991,5.6844123450014585,4.16669685187049,3.187787363443731,1.1954154751506962,2.719968797642532,3.6114083387800213,2.1729325116486593
cv-valid-train/sample-092947.mp3,0.0,0,0,5.172413793103448,19.53125,212.93325987571953,212.58420458456652,3666.8911195299447,60.554860412108496,88.10696106315213,306.606424039351,0.4168079555712338,0.27380035383496387,0.09114944465536111,0.04994267964422186,0.03970349351405438,0.047965738048599944,0.03556340924343768,0.030192842094200475,0.014874083393926813,13.815607554789453,11.522729907711623,5.085601327053213,2.7559457142491333,2.787354435122491,2.6107208254048255,2.5619250573899497,2.690245349818389,1.4632261364621868
cv-valid-train/sample-193770.mp3,0.0,0,0,4.050925925925926,39.8936170212766,203.06421021011576,199.49709507426905,678.5475099990681,26.048944508349432,169.4140833744023,243.50009076605062,0.23134469677366692,0.34127014995855215,0.13886682463772693,0.0949229812549279,0.031701745808592884,0.029543664370225906,0.02532904311654878,0.05144864050032273,0.0555722535794358,5.757094957652027,7.914674032559596,5.687886786541885,4.639772450869187,2.489819001600108,2.414797049351823,1.5839001604033651,3.228399969211665,3.319689141140614
cv-valid-train/sample-134672.mp3,0.0,0,0,6.602112676056339,42.61363636363637,246.88720975170332,240.0,1140.1273925547612,33.76577250048874,211.67118723619234,299.28928268911193,0.30368454722912114,0.4445235249942873,0.09506211120896935,0.03441455278114938,0.033785890499909335,0.018812789362284296,0.03627004038950145,0.02024913434139663,0.01319740919338117,5.747974939392965,12.658032365941365,3.4560795266603637,1.6001791361477262,1.980330104811917,1.2483376044560737,2.9544021165031844,1.565324380127637,0.7520631280538385
cv-valid-train/sample-152094.mp3,0.0,0,0,6.25,34.72222222222222,129.4861628090483,130.10939494248674,405.0325450093611,20.12542036851308,102.61243899960535,166.17166979639137,0.2278166163054432,0.2897921564734076,0.22733629294317906,0.11739341703556348,0.061878484571477425,0.0189473339065752,0.021750749294440777,0.018618169531387334,0.01646677993852598,4.696431119163177,6.179837981616581,7.218011152887912,3.4261177213405345,2.3598458380511804,1.0738862657334567,1.090980223613704,1.1112501437312503,0.9399158013884021
cv-valid-train/sample-023009.mp3,0.0,0,0,3.6,26.785714285714285,237.71484281815108,213.2070618609721,7516.025781205012,86.69501589598454,165.82954559613313,499.805833216707,0.19821479782477675,0.1520911063646096,0.292031142928704,0.16135187656194827,0.07970975684038219,0.048719251096394335,0.04316757795976991,0.014865828911227164,0.009848661512187823,0.26533403427328484,0.3605122954393723,0.7494518233852824,0.46309119760668,0.2047508420139679,0.13378988489441634,0.12277120375499659,0.04791219701700688,0.032901008148221805
cv-valid-train/sample-075693.mp3,0.0,0,0,5.549065420560748,36.05769230769231,264.1503179770374,258.7157239302852,804.3285121473925,28.360686030972392,233.1676658768654,290.3985814126302,0.2594634020393929,0.16039120543275778,0.18786106000173727,0.13898776029445045,0.09323981562813517,0.048232228027343116,0.03780915625342299,0.04951654156239909,0.024498830760361186,1.8852252243462648,0.9245663278491222,1.3649296321990054,1.4538735460595362,0.940214549832023,0.5059208910141869,0.33200668314320464,0.563946567373373,0.20916832521679707
cv-valid-train/sample-154265.mp3,0.0,0,0,4.9504950495049505,22.321428571428573,239.86839365619574,198.34807635701083,6451.60975155965,80.32191327128389,166.02223024666804,435.29199241062696,0.3127550690248705,0.1762280468705813,0.3024808069207895,0.0698695965411579,0.04190663820947051,0.021901374750257628,0.019947203036082585,0.03448899137880282,0.020422273267987217,0.5070872419208143,0.19681158448455677,0.47214249335332126,0.12311213794014846,0.08051607525188621,0.03525543542571901,0.03547885545502528,0.0860764123113054,0.05401777324531369
cv-valid-train/sample-065923.mp3,0.0,0,0,6.659836065573771,40.76086956521739,255.44530071106863,249.9029166083535,823.6656670932092,28.6995760786324,223.92791796883378,307.666579660975,0.267717158725654,0.4549070342089565,0.14402760201055892,0.06625222998409311,0.01499901770223665,0.02677811913702173,0.007653886544424406,0.006607387696332928,0.011057563990721697,6.536735120564325,11.405534729314258,6.459399182286549,3.4678500574808275,0.9092523465293229,1.3866661200303363,0.3690508597056973,0.24014929865280302,0.5440310091410294
cv-valid-train/sample-014223.mp3,0.0,0,0,6.849315068493151,29.296875,248.87684945546198,240.0,3191.784155167122,56.495877328944296,184.00247091982214,367.4901085248555,0.3156456679280177,0.39262152471080664,0.10728559220985974,0.06752042606723643,0.030047241020036055,0.03266026220218768,0.03606299929308841,0.012409080241300188,0.0057472063274670426,6.265599123486172,10.153182357415822,3.9765441900280427,3.679449557585542,1.3679215535462763,1.283625278574634,1.4021845960975234,0.4215770030245434,0.1909198309415554
cv-valid-train/sample-187861.mp3,0.0,0,0,4.8828125,35.37735849056604,216.073007543029,211.35980966307562,969.080104261499,31.130051465770162,174.93135733416563,261.7218558396618,0.17980410041920325,0.41003663139977753,0.1360643150799997,0.10421469424281686,0.05121209512667426,0.036570370421796075,0.032884722691275174,0.02425426848940971,0.02495880212904734,4.3574423918418566,10.31637870878945,7.098199496839885,6.6514953825683945,2.7215050241974503,1.6312534558261975,1.7503711613233093,1.5836308715869887,1.5499312625470705
cv-valid-train/sample-082351.mp3,0.0,0,0,6.392045454545455,29.761904761904763,229.28618162475198,231.8247189419629,1483.0303153802752,38.510132632597816,175.69028351347504,290.3985814126302,0.1398840235663271,0.38944698951690443,0.08061965682326169,0.14194381229140696,0.07170206478267124,0.04212746618809555,0.09141177232413825,0.025737979825820424,0.017126234681374284,0.5410267824852425,2.235891479822367,0.6762366151875882,2.0843014410584972,0.7332280424898642,0.33362237655215143,1.0767436400094246,0.3416228330699921,0.22000352297081363
cv-valid-train/sample-002723.mp3,0.0,0,0,6.524725274725275,27.17391304347826,171.58465340430183,171.677511892231,494.4173315082468,22.235497105040103,141.06574875403305,211.3739137723756,0.24951292420979293,0.15554749181661637,0.10996286038394645,0.11654489037182456,0.12562270712648074,0.09522534832919663,0.06021698099554005,0.04529188755612767,0.04207490921047455,1.282531440174161,0.8318716264588578,0.6482051123412073,1.0085633168171588,1.4236193814879086,1.0943335698898489,0.7196894950475327,0.5604889649048318,0.514915186342731
cv-valid-train/sample-133900.mp3,0.0,0,0,5.775577557755776,26.408450704225352,285.5160040698475,287.0630692169769,2519.555063964228,50.19516972741728,217.80517930899163,367.99880272070413,0.3302984532979162,0.25425347247457236,0.1597705858292649,0.09111248418923314,0.045786610156854514,0.05527439187370834,0.02693232037345886,0.026789430635064462,0.009782251169927232,11.521974116623777,7.693264325667065,6.201049489985971,5.454732086202834,2.1535892117724713,3.0284254577369536,1.217213239162293,1.2887222855499425,0.38526717225038865
cv-valid-train/sample-031201.mp3,0.0,0,0,5.254424778761062,29.296875,226.11480284053036,210.75113820024404,2855.8970347896907,53.4405935108293,170.05538759857902,315.450854061919,0.27625646874872795,0.2989597913404905,0.13465518919935743,0.0822083011008648,0.08124731836051977,0.03086423923859096,0.037409722464795125,0.030662517945714576,0.027736451600938686,5.443398062801209,7.000094032186277,3.659314312575202,3.574034154713628,4.910222945917617,1.4274390156757377,1.8331231855412338,1.9765560166740592,1.6860177519963229
cv-valid-train/sample-172716.mp3,0.0,0,0,5.859375,29.761904761904763,194.4142560054513,189.39099536127398,330.7536042481178,18.186632570328072,168.14511325876217,225.48906821369738,0.30657927387952033,0.15163032940844806,0.20829636122883338,0.15576886650609417,0.07103011392535982,0.022702430475450678,0.02565629853119647,0.0411530839155706,0.017183242129526575,8.403058094504383,5.0922723030200805,10.29964732342969,9.793641025530158,5.394117192759571,1.346066752089254,2.375806479471769,4.442115174960162,1.3963211850917676
cv-valid-train/sample-039135.mp3,0.0,0,0,4.024621212121212,29.296875,320.9993435312794,305.89455055662296,5502.515319028325,74.17894120994399,239.93887651622842,461.9136621152874,0.38922469283866273,0.1823609356217448,0.07141427575862244,0.12055058236719737,0.05016688483134625,0.05384029489357874,0.05974614679086417,0.04809469136395161,0.02460149553403207,0.9202366695372534,0.7158098037948288,0.28094125105158224,0.8861915980440193,0.39492256201460013,0.42827236520784484,0.36035636329956766,0.2664818443793477,0.1134649832268963
cv-valid-train/sample-065713.mp3,0.0,0,0,3.586065573770492,44.642857142857146,260.56867539657,211.35980966307562,13804.909047202256,117.49429367931984,199.49709507426905,551.5223891023156,0.2474811640342121,0.14398731292409062,0.3341309340875697,0.11426416456756698,0.04305645631205733,0.019607945266962475,0.031237660435768526,0.04039204420112599,0.025842318170646215,0.34706521839065274,0.2582975641196978,0.6092589792421191,0.29777779883203714,0.10101569845243498,0.03457822404609028,0.060182213135257255,0.08131627677943601,0.09664055228444926
cv-valid-train/sample-020927.mp3,0.0,0,0,7.378472222222223,42.61363636363637,206.4830762663611,192.70149164721036,1327.2445095519147,36.43136711066323,169.3146544887356,267.53436061546944,0.38542617600478746,0.27910155494201344,0.16815332787620724,0.07070333657497183,0.019398197668035664,0.027560059937603153,0.02056507015215678,0.015152927187019409,0.013939349657204971,4.841722284230446,3.4869695086681207,2.465730203054107,1.3635666964811375,0.376409035786944,0.6487201958110755,0.48347644036886495,0.6295111437423235,0.43749533500953985
